,date,country,country_code,new_cases,tests_done,population,testing_rate,positivity_rate,totalVaccinations,weeklyVaccinations
892,2023-02-06,Denmark,DK,979.0,14381.0,5873420,244.848827429334,6.80759335233989,14969787.0,156.0
893,2023-02-13,Denmark,DK,859.0,11417.0,5873420,194.384191833719,7.52386791626522,14970697.0,130.0
894,2023-02-20,Denmark,DK,800.0,10325.0,5873420,175.791957666913,7.74818401937046,14971411.0,102.0
895,2023-02-27,Denmark,DK,762.0,8963.0,5873420,152.602742524798,8.50161776191007,14971922.0,73.0
896,2023-03-06,Denmark,DK,890.0,8939.0,5873420,152.19412199366,9.95637095872021,14972164.0,35.0
897,2023-03-13,Denmark,DK,1343.0,9393.0,5873420,159.923860374365,14.2978814010433,14972407.0,35.0
898,2023-03-20,Denmark,DK,1595.0,10347.0,5873420,176.166526487123,15.4150961631391,14972587.0,26.0
899,2023-03-27,Denmark,DK,1243.0,8995.0,5873420,153.14756989965,13.8187882156754,14972783.0,28.0
900,2023-04-03,Denmark,DK,751.0,5818.0,5873420,99.0564270901791,12.9082158817463,14972887.0,15.0
901,2023-04-10,Denmark,DK,822.0,6230.0,5873420,106.071079541392,13.1942215088283,14973026.0,20.0
902,2023-04-17,Denmark,DK,687.0,5846.0,5873420,99.5331510431742,11.7516250427643,14973166.0,20.0
903,2023-04-24,Denmark,DK,551.0,4917.0,5873420,83.716131317018,11.2060199308521,14973302.0,19.0
904,2023-05-01,Denmark,DK,537.0,4711.0,5873420,80.2088050914118,11.3988537465506,14973391.0,13.0
905,2023-05-08,Denmark,DK,570.0,4775.0,5873420,81.2984598411147,11.9371727748691,14973481.0,13.0
906,2023-05-15,Denmark,DK,368.0,4214.0,5873420,71.7469549257502,8.7327954437589,14973544.0,9.0
907,2023-05-22,Denmark,DK,306.0,3287.0,5873420,55.9639869105223,9.30940066930332,14973605.0,9.0
908,2023-05-29,Denmark,DK,181.0,3555.0,5873420,60.5269161749032,5.09142053445851,14973654.0,7.0
909,2023-06-05,Denmark,DK,169.0,3261.0,5873420,55.5213146684555,5.18245936829194,14973694.0,6.0
910,2023-06-12,Denmark,DK,128.0,3254.0,5873420,55.4021336802068,3.93362015980332,14973725.0,4.0
911,2023-06-19,Denmark,DK,101.0,3080.0,5873420,52.439634829452,3.27922077922078,14973745.0,3.0
912,2023-06-26,Denmark,DK,0.0,2561.0,5873420,43.6032158435801,0.0,14973761.0,2.0
913,2023-07-03,Denmark,DK,89.0,2527.0,5873420,43.0243367578004,3.5219628017412,14973777.0,2.0
914,2023-07-10,Denmark,DK,92.0,2208.0,5873420,37.59308886475,4.16666666666667,14973790.0,2.0
915,2023-07-17,Denmark,DK,60.0,1947.0,5873420,33.1493405886179,3.08166409861325,14973804.0,2.0
916,2023-07-24,Denmark,DK,111.0,2219.0,5873420,37.7803732748552,5.00225326723749,14973816.0,2.0
917,2023-07-31,Denmark,DK,143.0,2214.0,5873420,37.6952439975347,6.45889792231256,14973835.0,3.0
918,2023-08-07,Denmark,DK,226.0,2423.0,5873420,41.2536477895332,9.32728023111845,14973849.0,2.0
919,2023-08-14,Denmark,DK,348.0,2987.0,5873420,50.85623027129,11.6504854368932,14973862.0,2.0
920,2023-08-21,Denmark,DK,376.0,3494.0,5873420,59.4883389915926,10.7613050944476,14973900.0,5.0
921,2023-08-28,Denmark,DK,354.0,3473.0,5873420,59.1307960268464,10.1929167866398,14973928.0,4.0
922,2020-12-21,Estonia,EE,3696.0,37056.0,1331796,2782.40811655839,9.9740932642487,191.0,0.0
923,2020-12-28,Estonia,EE,3730.0,30825.0,1331796,2314.54366885018,12.1005677210057,2523.0,2516.0
924,2021-01-04,Estonia,EE,3709.0,29346.0,1331796,2203.49062469027,12.6388604920602,10919.0,5878.0
925,2021-01-04,Estonia,EE,4276.0,34519.0,1331796,2591.9134762381,12.3873808627133,10919.0,5878.0
926,2021-01-11,Estonia,EE,3543.0,31193.0,1331796,2342.17552838423,11.35831757125,18119.0,7987.0
927,2021-01-18,Estonia,EE,3631.0,32218.0,1331796,2419.13926757551,11.2700974610466,25896.0,7432.0
928,2021-01-25,Estonia,EE,3604.0,33545.0,1331796,2518.77915236267,10.7437770159487,38531.0,10441.0
929,2021-02-01,Estonia,EE,3762.0,33398.0,1331796,2507.74142586402,11.2641475537457,53380.0,14698.0
930,2021-02-08,Estonia,EE,4561.0,34869.0,1331796,2618.19377742537,13.0803865898076,68398.0,15281.0
931,2021-02-15,Estonia,EE,5572.0,43041.0,1331796,3231.80126686069,12.9457958690551,88688.0,16774.0
932,2021-02-22,Estonia,EE,8183.0,43932.0,1331796,3298.70340502599,18.6265137029955,112685.0,23078.0
933,2021-03-01,Estonia,EE,9570.0,49211.0,1331796,3695.08543350483,19.4468716343907,146196.0,29604.0
934,2021-03-08,Estonia,EE,9905.0,50819.0,1331796,3815.82464581663,19.4907416517444,190950.0,37719.0
935,2021-03-15,Estonia,EE,10309.0,51269.0,1331796,3849.61360448597,20.1076674013536,224200.0,40324.0
936,2021-03-22,Estonia,EE,7822.0,42064.0,1331796,3158.4416832608,18.5954735640928,254899.0,31472.0
937,2021-03-29,Estonia,EE,423.0,32987.0,1331796,2476.88084361269,1.28232333949738,295165.0,33424.0
938,2021-04-05,Estonia,EE,4663.0,33367.0,1331796,2505.41374204458,13.9748853657806,333764.0,42471.0
939,2021-04-12,Estonia,EE,3341.0,35575.0,1331796,2671.20489924883,9.39142656359803,373263.0,37683.0
940,2021-04-19,Estonia,EE,2604.0,30807.0,1331796,2313.19211050341,8.45262440354465,411142.0,38624.0
941,2021-04-26,Estonia,EE,2402.0,29631.0,1331796,2224.89029851419,8.10637508015254,464506.0,48183.0
942,2021-05-03,Estonia,EE,2283.0,30597.0,1331796,2297.42392979105,7.46151583488577,532051.0,62036.0
943,2021-05-10,Estonia,EE,1870.0,30810.0,1331796,2313.41737022787,6.06945796819215,578783.0,56158.0
944,2021-05-17,Estonia,EE,1465.0,32473.0,1331796,2438.28634415481,4.51144027345795,640183.0,54190.0
945,2021-05-24,Estonia,EE,876.0,27233.0,1331796,2044.83269209398,3.21668563874711,702491.0,61201.0
946,2021-05-31,Estonia,EE,612.0,28162.0,1331796,2114.58812010248,2.17314111213692,761809.0,60052.0
947,2021-06-07,Estonia,EE,380.0,23826.0,1331796,1789.01273167963,1.59489633173844,829328.0,65521.0
948,2021-06-14,Estonia,EE,282.0,25933.0,1331796,1947.22014482699,1.08741757606139,899344.0,69911.0
949,2021-06-21,Estonia,EE,165.0,18639.0,1331796,1399.5386680843,0.885240624497022,930651.0,46317.0
950,2021-06-28,Estonia,EE,227.0,19483.0,1331796,1462.91173723303,1.16511830826875,980738.0,42924.0
951,2021-07-05,Estonia,EE,301.0,21263.0,1331796,1596.565840414,1.41560457132107,1023055.0,45023.0
952,2021-07-12,Estonia,EE,375.0,27632.0,1331796,2074.79223544747,1.35712217718587,1060001.0,39581.0
953,2021-07-19,Estonia,EE,645.0,18494.0,1331796,1388.65111473529,3.48761760570996,1102631.0,40902.0
954,2021-07-26,Estonia,EE,1246.0,25281.0,1331796,1898.26369804384,4.92860250781219,1135988.0,37064.0
955,2021-08-02,Estonia,EE,1472.0,29326.0,1331796,2201.98889319385,5.01943667735116,1172083.0,35095.0
956,2021-08-09,Estonia,EE,1942.0,39715.0,1331796,2982.06331900681,4.88984011078937,1208061.0,35460.0
957,2021-08-16,Estonia,EE,1970.0,27447.0,1331796,2060.90121910563,7.17746930447772,1235046.0,31937.0
958,2021-08-23,Estonia,EE,2476.0,31313.0,1331796,2351.18591736272,7.9072589659247,1263840.0,25413.0
959,2021-08-30,Estonia,EE,2405.0,31526.0,1331796,2367.17935779954,7.62862399289475,1287455.0,26624.0
960,2021-09-06,Estonia,EE,2976.0,38013.0,1331796,2854.26596866187,7.82890063925499,1310132.0,22913.0
961,2021-09-13,Estonia,EE,3258.0,43076.0,1331796,3234.42929697942,7.56337635806482,1334619.0,23969.0
962,2021-09-20,Estonia,EE,3784.0,41320.0,1331796,3102.57727159415,9.15779283639884,1359989.0,24424.0
963,2021-09-27,Estonia,EE,4970.0,39003.0,1331796,2928.60167773443,12.7426095428557,1375944.0,20277.0
964,2021-10-04,Estonia,EE,6455.0,43696.0,1331796,3280.98297336829,14.7725192237276,1390078.0,14226.0
965,2021-10-11,Estonia,EE,7999.0,49124.0,1331796,3688.55290149542,16.2832831202671,1406545.0,15635.0
966,2021-10-18,Estonia,EE,9988.0,57655.0,1331796,4329.1164712914,17.323736015957,1432608.0,21896.0
967,2021-10-25,Estonia,EE,12069.0,57425.0,1331796,4311.84655908262,21.0169786678276,1477137.0,39408.0
968,2021-11-01,Estonia,EE,173.0,54589.0,1331796,4098.90103289092,0.316913663924967,1530617.0,50894.0
969,2021-11-08,Estonia,EE,6726.0,47680.0,1331796,3580.12788745423,14.1065436241611,1573249.0,46796.0
970,2021-11-15,Estonia,EE,5181.0,40120.0,1331796,3012.47338180923,12.9137587238285,1613885.0,40977.0
971,2021-11-22,Estonia,EE,4077.0,37807.0,1331796,2838.79813424879,10.7837173010289,1648729.0,36719.0
972,2021-11-29,Estonia,EE,3437.0,38098.0,1331796,2860.64832752163,9.02147094335661,1682378.0,34082.0
973,2021-12-06,Estonia,EE,3305.0,40270.0,1331796,3023.73636803234,8.20710206108766,1717941.0,34633.0
974,2021-12-13,Estonia,EE,3913.0,42679.0,1331796,3204.61992677557,9.16844349680171,1756578.0,37171.0
975,2021-12-20,Estonia,EE,4595.0,41588.0,1331796,3122.70047364611,11.0488602481485,1783903.0,35623.0
976,2021-12-27,Estonia,EE,6140.0,38075.0,1331796,2858.92133630075,16.1260669730794,1810342.0,26030.0
977,2022-01-03,Estonia,EE,5742.0,59446.0,1331796,4463.5965267954,9.65918648857787,1841290.0,25657.0
978,2022-01-10,Estonia,EE,15424.0,62356.0,1331796,4682.09845952383,24.7353903393418,1873945.0,32082.0
979,2022-01-17,Estonia,EE,27269.0,80295.0,1331796,6029.07652523359,33.9610187433838,1898977.0,28164.0
980,2022-01-24,Estonia,EE,41085.0,85907.0,1331796,6450.46238312775,47.824973517874,1917809.0,20904.0
981,2022-01-31,Estonia,EE,48031.0,86917.0,1331796,6526.29982369672,55.2607660181553,1930625.0,15478.0
982,2022-02-07,Estonia,EE,37947.0,65505.0,1331796,4918.54608363443,57.9299290130524,1939643.0,10079.0
983,2022-02-14,Estonia,EE,39239.0,66560.0,1331796,4997.76242007034,58.9528245192308,1946914.0,7780.0
984,2022-02-21,Estonia,EE,31712.0,55349.0,1331796,4155.96682975471,57.294621402374,1953098.0,6751.0
985,2022-02-28,Estonia,EE,22671.0,41371.0,1331796,3106.40668691001,54.7992555171497,1958882.0,5903.0
986,2022-03-07,Estonia,EE,14983.0,34289.0,1331796,2574.64356402933,43.6962291113768,1963631.0,5072.0
987,2022-03-14,Estonia,EE,10967.0,28744.0,1331796,2158.28850664817,38.1540495407737,1967063.0,3935.0
988,2022-03-21,Estonia,EE,9226.0,24856.0,1331796,1866.35190374502,37.1177985194722,1970414.0,3333.0
989,2022-03-28,Estonia,EE,6835.0,23151.0,1331796,1738.32929367561,29.5235626970757,1973413.0,3191.0
990,2022-04-04,Estonia,EE,5185.0,23150.0,1331796,1738.25420710079,22.3974082073434,1976146.0,2761.0
991,2022-04-11,Estonia,EE,3337.0,18007.0,1331796,1352.08395279758,18.5316821236186,1978464.0,2607.0
992,2022-04-18,Estonia,EE,2756.0,18489.0,1331796,1388.27568186119,14.906160419709,1980797.0,2263.0
993,2022-04-25,Estonia,EE,2039.0,16203.0,1331796,1216.62777182091,12.5840893661668,1982918.0,2174.0
994,2022-05-02,Estonia,EE,1489.0,15624.0,1331796,1173.15264499968,9.53020993343574,1984786.0,1968.0
995,2022-05-09,Estonia,EE,1173.0,12178.0,1331796,914.404308167317,9.63212350139596,1986562.0,1799.0
996,2022-05-16,Estonia,EE,953.0,10574.0,1331796,793.965442154804,9.01267259315302,1988061.0,1549.0
997,2022-05-23,Estonia,EE,821.0,9793.0,1331796,735.322827219784,8.38353926273869,1989550.0,1522.0
998,2022-05-30,Estonia,EE,781.0,0.0,1331796,0.0,0.0,1990799.0,1363.0
999,2022-06-06,Estonia,EE,840.0,9078.0,1331796,681.635926222935,9.2531394580304,1991862.0,1091.0
1000,2022-06-13,Estonia,EE,822.0,6604.0,1331796,495.871740116354,12.4470018170806,1992963.0,1088.0
1001,2022-06-20,Estonia,EE,798.0,0.0,1331796,0.0,0.0,1993554.0,858.0
1002,2022-06-27,Estonia,EE,1345.0,7069.0,1331796,530.786997408011,19.0267364549441,1994375.0,666.0
1003,2022-07-04,Estonia,EE,1161.0,6525.0,1331796,489.939900705513,17.7931034482759,1995337.0,910.0
1004,2022-07-11,Estonia,EE,1552.0,7311.0,1331796,548.957948514637,21.2282861441663,1996651.0,1180.0
1005,2022-07-18,Estonia,EE,2007.0,8484.0,1331796,637.034500779399,23.6562942008487,1999259.0,2173.0
1006,2022-07-25,Estonia,EE,2229.0,8963.0,1331796,673.000970118547,24.8689055003905,2002874.0,3280.0
1007,2022-08-01,Estonia,EE,2239.0,8623.0,1331796,647.471534679485,25.9654412617419,2007730.0,4555.0
1008,2022-08-08,Estonia,EE,1933.0,8894.0,1331796,667.819996455914,21.7337530919721,2013720.0,5653.0
1009,2022-08-15,Estonia,EE,1426.0,8289.0,1331796,622.392618689349,17.203522740982,2019411.0,5763.0
1010,2022-08-22,Estonia,EE,1107.0,9479.0,1331796,711.745642726063,11.6784470935753,2025013.0,5512.0
1011,2022-08-29,Estonia,EE,822.0,7117.0,1331796,534.391152999408,11.5498103133343,2030777.0,5785.0
1012,2022-09-05,Estonia,EE,914.0,7073.0,1331796,531.087343707295,12.9223808850558,2036063.0,5371.0
1013,2022-09-12,Estonia,EE,1189.0,8332.0,1331796,625.621341406642,14.2702832453193,2041106.0,5118.0
1014,2022-09-19,Estonia,EE,1188.0,9842.0,1331796,739.002069386002,12.0707173338752,2046928.0,5486.0
1015,2022-09-26,Estonia,EE,1316.0,8272.0,1331796,621.116146917396,15.9090909090909,2053586.0,6498.0
1016,2022-10-03,Estonia,EE,1196.0,8194.0,1331796,615.259394081376,14.5960458872346,2059317.0,5979.0
1017,2022-10-10,Estonia,EE,1063.0,8983.0,1331796,674.502701614962,11.8334632082823,2064551.0,5412.0
1018,2022-10-17,Estonia,EE,1055.0,9168.0,1331796,688.393717956804,11.5074171029668,2069820.0,5294.0
1019,2022-10-24,Estonia,EE,733.0,6802.0,1331796,510.738881930866,10.7762422816819,2075175.0,5236.0
1020,2022-10-31,Estonia,EE,553.0,6315.0,1331796,474.171719993152,8.756927949327,2081291.0,6113.0
1021,2022-11-07,Estonia,EE,490.0,6962.0,1331796,522.752733902189,7.03820741166331,2085671.0,4923.0
1022,2022-11-14,Estonia,EE,491.0,7790.0,1331796,584.924417853785,6.30295250320924,2089183.0,3642.0
1023,2022-11-21,Estonia,EE,474.0,6562.0,1331796,492.718103973882,7.22340749771411,2092151.0,3265.0
1024,2022-11-28,Estonia,EE,536.0,6493.0,1331796,487.537130311249,8.25504389342369,2094763.0,2679.0
1025,2022-12-05,Estonia,EE,624.0,6479.0,1331796,486.485918263758,9.63111591294953,2096921.0,2276.0
1026,2022-12-12,Estonia,EE,819.0,7480.0,1331796,561.647579659347,10.9491978609626,2098813.0,1973.0
1027,2022-12-19,Estonia,EE,681.0,5549.0,1331796,416.655403680444,12.2724815282033,2100409.0,1825.0
1028,2022-12-26,Estonia,EE,541.0,14639.0,1331796,1099.19236880123,3.69560762347155,2101411.0,1084.0
1029,2023-01-02,Estonia,EE,397.0,4887.0,1331796,366.948091149095,8.12359320646613,2102866.0,1230.0
1030,2023-01-09,Estonia,EE,377.0,4654.0,1331796,349.452919215856,8.10055865921788,2104709.0,1777.0
1031,2023-01-16,Estonia,EE,301.0,4552.0,1331796,341.794088584138,6.61247803163445,2106045.0,1515.0
1032,2023-01-23,Estonia,EE,384.0,6238.0,1331796,468.390053731953,6.1558191728118,2107213.0,1208.0
1033,2023-01-30,Estonia,EE,306.0,4421.0,1331796,331.957747282617,6.9215109703687,2107964.0,912.0
1034,2023-02-06,Estonia,EE,328.0,4046.0,1331796,303.800281724829,8.10677212061295,2108648.0,701.0
1035,2023-02-13,Estonia,EE,322.0,0.0,1331796,0.0,0.0,2109257.0,616.0
1036,2023-02-20,Estonia,EE,271.0,3501.0,1331796,262.87809844751,7.74064552984861,2109559.0,439.0
1037,2023-02-27,Estonia,EE,305.0,3685.0,1331796,276.694028214531,8.27679782903664,2109978.0,355.0
1038,2023-03-06,Estonia,EE,312.0,3502.0,1331796,262.953185022331,8.90919474585951,2110330.0,373.0
1039,2023-03-13,Estonia,EE,364.0,3752.0,1331796,281.724828727523,9.70149253731343,2110579.0,297.0
1040,2023-03-20,Estonia,EE,349.0,3492.0,1331796,262.202319274123,9.9942726231386,2110820.0,234.0
1041,2023-03-27,Estonia,EE,382.0,0.0,1331796,0.0,0.0,2111126.0,283.0
1042,2023-04-03,Estonia,EE,392.0,3300.0,1331796,247.785696908536,11.8787878787879,2111307.0,234.0
1043,2023-04-10,Estonia,EE,365.0,3328.0,1331796,249.888121003517,10.9675480769231,2111492.0,177.0
1044,2023-04-17,Estonia,EE,330.0,3121.0,1331796,234.345200015618,10.5735341236783,2111677.0,182.0
1045,2023-04-24,Estonia,EE,284.0,3045.0,1331796,228.63862032924,9.32676518883415,2111854.0,163.0
1046,2023-05-01,Estonia,EE,208.0,2659.0,1331796,199.655202448423,7.82248965776608,2111953.0,126.0
1047,2023-05-08,Estonia,EE,193.0,2689.0,1331796,201.907799693046,7.17738936407586,2112095.0,118.0
1048,2023-05-15,Estonia,EE,181.0,2382.0,1331796,178.85622122307,7.59865659109992,2112180.0,85.0
1049,2023-05-22,Estonia,EE,149.0,0.0,1331796,0.0,0.0,2112265.0,84.0
1050,2023-05-29,Estonia,EE,120.0,1888.0,1331796,141.763453261611,6.35593220338983,2112338.0,79.0
1051,2023-06-05,Estonia,EE,96.0,1704.0,1331796,127.947523494589,5.63380281690141,2112406.0,62.0
1052,2023-06-12,Estonia,EE,63.0,1651.0,1331796,123.967935029089,3.81586917019988,2112455.0,40.0
1053,2023-06-19,Estonia,EE,51.0,1405.0,1331796,105.49663762318,3.62989323843416,2112483.0,29.0
1054,2023-06-26,Estonia,EE,36.0,1338.0,1331796,100.465837110188,2.69058295964126,2112525.0,24.0
1055,2023-07-03,Estonia,EE,31.0,1169.0,1331796,87.7762059654782,2.65183917878529,2112547.0,20.0
1056,2023-07-10,Estonia,EE,44.0,1030.0,1331796,77.3391720653914,4.27184466019417,2112580.0,24.0
1057,2023-07-17,Estonia,EE,47.0,1033.0,1331796,77.5644317898537,4.54985479186834,2112607.0,33.0
1058,2023-07-24,Estonia,EE,0.0,0.0,1331796,0.0,0.0,2112640.0,20.0
1059,2023-07-31,Estonia,EE,27.0,975.0,1331796,73.2094104502491,2.76923076923077,2112684.0,39.0
1060,2023-08-07,Estonia,EE,17.0,1029.0,1331796,77.2640854905706,1.65208940719145,2112719.0,33.0
1061,2023-08-14,Estonia,EE,23.0,899.0,1331796,67.5028307638707,2.55839822024472,2112767.0,38.0
1062,2023-08-21,Estonia,EE,38.0,931.0,1331796,69.9056011581353,4.08163265306122,2112831.0,41.0
1063,2023-08-28,Estonia,EE,60.0,0.0,1331796,0.0,0.0,2113065.0,170.0
1064,2023-09-04,Estonia,EE,85.0,1154.0,1331796,86.6499073431667,7.36568457538995,2113285.0,223.0
1065,2023-09-11,Estonia,EE,90.0,1397.0,1331796,104.895945024613,6.44237652111668,2113573.0,263.0
1066,2023-09-18,Estonia,EE,101.0,1492.0,1331796,112.029169632586,6.76943699731904,2113869.0,302.0
1067,2023-09-25,Estonia,EE,108.0,1527.0,1331796,114.657199751313,7.07269155206287,2114291.0,371.0
1068,2023-10-02,Estonia,EE,82.0,1457.0,1331796,109.401139513859,5.62800274536719,2115443.0,908.0
1069,2023-10-09,Estonia,EE,101.0,1307.0,1331796,98.1381532907442,7.72762050497322,2117705.0,1852.0
1070,2023-10-16,Estonia,EE,158.0,1632.0,1331796,122.541290107494,9.68137254901961,2123031.0,4425.0
1071,2023-10-23,Estonia,EE,273.0,1741.0,1331796,130.725726762958,15.6806433084434,2127836.0,5027.0
1072,2023-10-30,Estonia,EE,427.0,2319.0,1331796,174.125767009362,18.4131090987495,2133040.0,5061.0
1073,2023-11-06,Estonia,EE,474.0,2459.0,1331796,184.637887484269,19.2761285075234,2138822.0,5463.0
1074,2023-11-13,Estonia,EE,529.0,2613.0,1331796,196.201220006668,20.2449292001531,2146607.0,7208.0
1075,2023-11-20,Estonia,EE,591.0,2826.0,1331796,212.194660443491,20.9129511677282,2153698.0,7641.0
1076,2020-12-28,Finland,FI,1654.0,90589.0,5548241,1632.75171356111,1.82582874300412,67.0,0.0
1077,2021-01-11,Finland,FI,1770.0,73575.0,5548241,1326.09596446874,2.40570846075433,62122.0,4432.0
1078,2021-01-18,Finland,FI,2351.0,94981.0,5548241,1711.91193749514,2.47523188848296,120327.0,8315.0
1079,2021-01-25,Finland,FI,2712.0,106434.0,5548241,1918.33772181129,2.54805795140651,176836.0,8073.0
1080,2021-02-01,Finland,FI,2607.0,116188.0,5548241,2094.14118817117,2.24377732640204,232507.0,7953.0
1081,2021-02-08,Finland,FI,2553.0,116815.0,5548241,2105.44206713443,2.18550699824509,288776.0,8038.0
1082,2021-02-15,Finland,FI,3548.0,127181.0,5548241,2292.27605650151,2.78972488028872,373451.0,12096.0
1083,2021-02-22,Finland,FI,3995.0,138626.0,5548241,2498.55765097443,2.88185477471759,476479.0,14718.0
1084,2021-03-01,Finland,FI,4454.0,148426.0,5548241,2675.19020893289,3.00082195841699,590421.0,16277.0
1085,2021-03-08,Finland,FI,4943.0,150512.0,5548241,2712.78771055547,3.28412352503455,714668.0,17750.0
1086,2021-03-15,Finland,FI,4707.0,147245.0,5548241,2653.90418332585,3.19671296139088,842252.0,18226.0
1087,2021-03-22,Finland,FI,4187.0,137841.0,5548241,2484.40902260735,3.03755776583165,952777.0,15789.0
1088,2021-03-29,Finland,FI,3270.0,126561.0,5548241,2281.10134365108,2.58373432574016,1086457.0,19097.0
1089,2021-04-05,Finland,FI,2549.0,122052.0,5548241,2199.83234325978,2.0884541015305,1260283.0,24832.0
1090,2021-04-12,Finland,FI,1935.0,115672.0,5548241,2084.84094328274,1.67283352928972,1495506.0,33603.0
1091,2021-04-19,Finland,FI,1609.0,117562.0,5548241,2118.90579374616,1.36863952637757,1717301.0,31685.0
1092,2021-04-26,Finland,FI,1389.0,120536.0,5548241,2172.50836796743,1.15235282405257,1931781.0,30640.0
1093,2021-05-03,Finland,FI,1502.0,134413.0,5548241,2422.62367478269,1.11745143698898,2176626.0,34978.0
1094,2021-05-10,Finland,FI,1431.0,116201.0,5548241,2094.37549666642,1.23148682025112,2413548.0,33846.0
1095,2021-05-17,Finland,FI,1319.0,120998.0,5548241,2180.83533141405,1.09010066282087,2690452.0,39558.0
1096,2021-05-24,Finland,FI,890.0,122759.0,5548241,2212.57512065536,0.724997759838383,2964331.0,39126.0
1097,2021-05-31,Finland,FI,726.0,111864.0,5548241,2016.2065779046,0.649002360008582,3264354.0,42860.0
1098,2021-06-07,Finland,FI,559.0,99748.0,5548241,1797.83106033065,0.560412238841882,3609576.0,49317.0
1099,2021-06-14,Finland,FI,543.0,95548.0,5548241,1722.13139263417,0.568300749361577,3954634.0,49294.0
1100,2021-06-21,Finland,FI,971.0,70255.0,5548241,1266.25717952771,1.3821080350153,4217126.0,37499.0
1101,2021-06-28,Finland,FI,1293.0,100468.0,5548241,1810.80814622148,1.2869769478839,4543218.0,46585.0
1102,2021-07-05,Finland,FI,1696.0,97366.0,5548241,1754.8985345085,1.74188114947723,4857449.0,44890.0
1103,2021-07-12,Finland,FI,2239.0,99612.0,5548241,1795.37983299572,2.2477211580934,5127236.0,38541.0
1104,2021-07-19,Finland,FI,2924.0,120721.0,5548241,2175.84275809216,2.42211379958748,5399940.0,38958.0
1105,2021-07-26,Finland,FI,4657.0,125283.0,5548241,2258.06701619486,3.71718429475667,5674066.0,39161.0
1106,2021-08-02,Finland,FI,5096.0,141702.0,5548241,2553.9986456969,3.59627951616773,5938715.0,37807.0
1107,2021-08-09,Finland,FI,5184.0,146275.0,5548241,2636.42116483404,3.5440095710135,6244758.0,43720.0
1108,2021-08-16,Finland,FI,4389.0,163605.0,5548241,2948.77241273405,2.68268084716237,6547899.0,43306.0
1109,2021-08-23,Finland,FI,4211.0,180773.0,5548241,3258.20381630863,2.32944079038352,6802646.0,36392.0
1110,2021-08-30,Finland,FI,3892.0,176345.0,5548241,3178.39473808005,2.20703734157475,7038469.0,33689.0
1111,2021-09-06,Finland,FI,3147.0,136187.0,5548241,2454.59777251925,2.31079324751995,7241985.0,29074.0
1112,2021-09-13,Finland,FI,2815.0,99169.0,5548241,1787.39532042678,2.83858867186318,7389118.0,21019.0
1113,2021-09-20,Finland,FI,3026.0,88029.0,5548241,1586.61096372706,3.43750354996649,7549717.0,22943.0
1114,2021-09-27,Finland,FI,3930.0,80325.0,5548241,1447.75614469523,4.89262371615313,7708740.0,22718.0
1115,2021-10-04,Finland,FI,4266.0,81657.0,5548241,1471.76375359326,5.22429185495426,7847843.0,19872.0
1116,2021-10-11,Finland,FI,3731.0,83148.0,5548241,1498.63713562551,4.48717948717949,7983259.0,19345.0
1117,2021-10-18,Finland,FI,3695.0,77597.0,5548241,1398.58740815332,4.76178202765571,8095450.0,16027.0
1118,2021-10-25,Finland,FI,4245.0,80829.0,5548241,1456.84010481881,5.25182793304383,8212502.0,16722.0
1119,2021-11-01,Finland,FI,5164.0,87914.0,5548241,1584.53823473061,5.87392224219123,8300585.0,12583.0
1120,2021-11-08,Finland,FI,5995.0,102632.0,5548241,1849.81149881557,5.84125808714631,8387267.0,12383.0
1121,2021-11-15,Finland,FI,7497.0,118508.0,5548241,2135.95624270827,6.32615519627367,8484323.0,13865.0
1122,2021-11-22,Finland,FI,8183.0,132055.0,5548241,2380.12371849024,6.19666048237477,8602876.0,16936.0
1123,2021-11-29,Finland,FI,9539.0,155814.0,5548241,2808.34952915708,6.1220429486439,8758599.0,22246.0
1124,2021-12-06,Finland,FI,10633.0,153959.0,5548241,2774.9155092578,6.90638416721335,8944582.0,26569.0
1125,2021-12-13,Finland,FI,13824.0,173821.0,5548241,3132.90284254055,7.9530091300821,9228940.0,40623.0
1126,2021-12-20,Finland,FI,21896.0,169527.0,5548241,3055.50894418609,12.9159366944499,9434480.0,70075.0
1127,2021-12-27,Finland,FI,44017.0,172451.0,5548241,3108.21033188717,25.5243518448719,9705865.0,136472.0
1128,2022-01-03,Finland,FI,58972.0,200761.0,5548241,3618.46213962227,29.3742310508515,9963908.0,182142.0
1129,2022-01-10,Finland,FI,59988.0,194409.0,5548241,3503.97540409654,30.8565961452402,10262739.0,169767.0
1130,2022-01-17,Finland,FI,56319.0,176621.0,5548241,3183.36928767153,31.886921713726,10461909.0,84408.0
1131,2022-01-24,Finland,FI,47741.0,145494.0,5548241,2622.34463138858,32.8130369637236,10906050.0,277868.0
1132,2022-01-31,Finland,FI,44297.0,126260.0,5548241,2275.6762007995,35.0839537462379,11218208.0,280672.0
1133,2022-02-07,Finland,FI,45426.0,124214.0,5548241,2238.79964839307,36.5707569195099,11367650.0,210805.0
1134,2022-02-14,Finland,FI,44982.0,117273.0,5548241,2113.69693565943,38.3566549845233,11422142.0,75772.0
1135,2022-02-21,Finland,FI,44625.0,107332.0,5548241,1934.52303171402,41.5766034360675,11439651.0,29118.0
1136,2022-02-28,Finland,FI,44312.0,99421.0,5548241,1791.93730048857,44.5700606511703,11479743.0,18601.0
