,date,Country,Country_code,WHO_region,New_cases,Cumulative_cases,New_deaths,Cumulative_deaths,new_cases,tests_done,population,testing_rate,positivity_rate
0,2020-01-06,Austria,AT,EURO,0,0,0,0,0.0,0.0,8978929,0.0,0.0
1,2020-01-13,Austria,AT,EURO,0,0,0,0,0.0,0.0,8978929,0.0,0.0
2,2020-01-20,Austria,AT,EURO,0,0,0,0,0.0,0.0,8978929,0.0,0.0
3,2020-01-27,Austria,AT,EURO,0,0,0,0,0.0,0.0,8978929,0.0,0.0
4,2020-02-03,Austria,AT,EURO,0,0,0,0,0.0,0.0,8978929,0.0,0.0
5,2020-02-10,Austria,AT,EURO,0,0,0,0,0.0,0.0,8978929,0.0,0.0
6,2020-02-17,Austria,AT,EURO,0,0,0,0,0.0,0.0,8978929,0.0,0.0
7,2020-02-24,Austria,AT,EURO,7,7,0,0,0.0,0.0,8978929,0.0,0.0
8,2020-03-02,Austria,AT,EURO,68,75,0,0,12.0,0.0,8978929,0.0,0.0
9,2020-03-09,Austria,AT,EURO,513,588,1,1,115.0,0.0,8978929,0.0,0.0
10,2020-03-16,Austria,AT,EURO,544,1132,14,15,874.0,0.0,8978929,0.0,0.0
11,2020-03-23,Austria,AT,EURO,3814,4946,51,66,3046.0,0.0,8978929,0.0,0.0
12,2020-03-30,Austria,AT,EURO,3753,8699,103,169,5098.0,0.0,8978929,0.0,0.0
13,2020-04-06,Austria,AT,EURO,1942,10641,151,320,3114.0,0.0,8978929,0.0,0.0
14,2020-04-13,Austria,AT,EURO,889,11530,111,431,1838.0,0.0,8978929,0.0,0.0
15,2020-04-20,Austria,AT,EURO,450,11980,85,516,686.0,0.0,8978929,0.0,0.0
16,2020-04-27,Austria,AT,EURO,366,12346,60,576,450.0,0.0,8978929,0.0,0.0
17,2020-05-04,Austria,AT,EURO,259,12605,33,609,309.0,0.0,8978929,0.0,0.0
18,2020-05-11,Austria,AT,EURO,329,12934,20,629,260.0,0.0,8978929,0.0,0.0
19,2020-05-18,Austria,AT,EURO,249,13183,17,646,324.0,0.0,8978929,0.0,0.0
20,2020-05-25,Austria,AT,EURO,213,13396,12,658,264.0,0.0,8978929,0.0,0.0
21,2020-06-01,Austria,AT,EURO,208,13604,16,674,195.0,0.0,8978929,0.0,0.0
22,2020-06-08,Austria,AT,EURO,188,13792,12,686,228.0,0.0,8978929,0.0,0.0
23,2020-06-15,Austria,AT,EURO,227,14019,17,703,172.0,0.0,8978929,0.0,0.0
24,2020-06-22,Austria,AT,EURO,288,14307,16,719,248.0,0.0,8978929,0.0,0.0
25,2020-06-29,Austria,AT,EURO,565,14872,11,730,334.0,0.0,8978929,0.0,0.0
26,2020-07-06,Austria,AT,EURO,636,15508,5,735,640.0,0.0,8978929,0.0,0.0
27,2020-07-13,Austria,AT,EURO,758,16266,9,744,597.0,0.0,8978929,0.0,0.0
28,2020-07-20,Austria,AT,EURO,827,17093,10,754,784.0,0.0,8978929,0.0,0.0
29,2020-07-27,Austria,AT,EURO,876,17969,13,767,872.0,0.0,8978929,0.0,0.0
30,2020-08-03,Austria,AT,EURO,676,18645,13,780,792.0,0.0,8978929,0.0,0.0
31,2020-08-10,Austria,AT,EURO,1310,19955,11,791,721.0,0.0,8978929,0.0,0.0
32,2020-08-17,Austria,AT,EURO,1812,21767,11,802,1461.0,0.0,8978929,0.0,0.0
33,2020-08-24,Austria,AT,EURO,1904,23671,10,812,1908.0,0.0,8978929,0.0,0.0
34,2020-08-31,Austria,AT,EURO,2141,25812,13,825,1943.0,0.0,8978929,0.0,0.0
35,2020-09-07,Austria,AT,EURO,3750,29562,13,838,2263.0,0.0,8978929,0.0,0.0
36,2020-09-14,Austria,AT,EURO,4906,34468,20,858,3995.0,0.0,8978929,0.0,0.0
37,2020-09-21,Austria,AT,EURO,4661,39129,31,889,5215.0,0.0,8978929,0.0,0.0
38,2020-09-28,Austria,AT,EURO,5291,44420,36,925,4661.0,0.0,8978929,0.0,0.0
39,2020-10-05,Austria,AT,EURO,7102,51522,63,988,5602.0,0.0,8978929,0.0,0.0
40,2020-10-12,Austria,AT,EURO,9059,60581,62,1050,7487.0,124663.0,8978929,1388.39498563804,6.00579161419186
41,2020-10-19,Austria,AT,EURO,15533,76114,112,1162,9898.0,129647.0,8978929,1443.9027193555,7.63457696668646
42,2020-10-26,Austria,AT,EURO,27818,103932,214,1376,18262.0,158997.0,8978929,1770.77912076151,11.4857513034837
43,2020-11-02,Austria,AT,EURO,42962,146894,353,1729,31613.0,167926.0,8978929,1870.2230522148,18.8255541131213
44,2020-11-09,Austria,AT,EURO,49191,196085,571,2300,44772.0,199567.0,8978929,2222.61474614623,22.4345708458813
45,2020-11-16,Austria,AT,EURO,42797,238882,727,3027,47837.0,215044.0,8978929,2394.98496981099,22.2452149327579
46,2020-11-23,Austria,AT,EURO,32574,271456,822,3849,40699.0,207745.0,8978929,2313.69465111039,19.5908445449951
47,2020-11-30,Austria,AT,EURO,24249,295705,957,4806,31142.0,196461.0,8978929,2188.02264724445,15.851492153659
48,2020-12-07,Austria,AT,EURO,18476,314181,871,5677,23070.0,163770.0,8978929,1823.93690828828,14.0868290895768
49,2020-12-14,Austria,AT,EURO,17130,331311,729,6406,18693.0,162984.0,8978929,1815.18308029833,11.4692239729053
50,2020-12-21,Austria,AT,EURO,13421,344732,643,7049,14841.0,185766.0,8978929,2068.91044577811,7.98908303995349
51,2020-12-28,Austria,AT,EURO,14212,358944,550,7599,13415.0,163961.0,8978929,1826.06411076421,8.18182372637395
52,2021-01-04,Austria,AT,EURO,15104,374048,453,8052,14916.0,127657.0,8978929,1421.73971973718,11.6844356361187
53,2021-01-04,Austria,AT,EURO,15104,374048,453,8052,14636.0,137035.0,8978929,1526.18424758677,10.6804830882621
54,2021-01-11,Austria,AT,EURO,11470,385518,438,8490,10948.0,911735.0,8978929,10154.1620387019,1.20078750952854
55,2021-01-18,Austria,AT,EURO,10528,396046,401,8891,10156.0,1144351.0,8978929,12744.8496362985,0.887489939712553
56,2021-01-25,Austria,AT,EURO,9512,405558,387,9278,9513.0,655713.0,8978929,7302.79747172519,1.45078715840619
57,2021-02-01,Austria,AT,EURO,9181,414739,321,9599,9115.0,960284.0,8978929,10694.861269089,0.949198362151197
58,2021-02-08,Austria,AT,EURO,9273,424012,268,9867,9458.0,1477892.0,8978929,16459.5577044879,0.639965572585818
59,2021-02-15,Austria,AT,EURO,11105,435117,217,10084,11627.0,1500910.0,8978929,16715.9134458018,0.774663370888328
60,2021-02-22,Austria,AT,EURO,13481,448598,225,10309,14178.0,1582385.0,8978929,17623.3156537935,0.895989282001536
61,2021-03-01,Austria,AT,EURO,15679,464277,196,10505,16313.0,1651867.0,8978929,18397.149593231,0.987549239739035
62,2021-03-08,Austria,AT,EURO,17980,482257,208,10713,18218.0,1829934.0,8978929,20380.3148460134,0.995555030946471
63,2021-03-15,Austria,AT,EURO,20380,502637,243,10956,21074.0,1991339.0,8978929,22177.9123100316,1.05828289407278
64,2021-03-22,Austria,AT,EURO,21544,524181,219,11175,22296.0,2081325.0,8978929,23180.1031058381,1.07124067601168
65,2021-03-29,Austria,AT,EURO,21501,545682,249,11424,20779.0,0.0,8978929,0.0,0.0
66,2021-04-05,Austria,AT,EURO,18730,564412,264,11688,17589.0,2067620.0,8978929,23027.4679753008,0.850688230912837
67,2021-04-12,Austria,AT,EURO,16783,581195,250,11938,16809.0,0.0,8978929,0.0,0.0
68,2021-04-19,Austria,AT,EURO,15655,596850,221,12159,15046.0,0.0,8978929,0.0,0.0
69,2021-04-26,Austria,AT,EURO,13512,610362,178,12337,12529.0,0.0,8978929,0.0,0.0
70,2021-05-03,Austria,AT,EURO,9651,620013,180,12517,9016.0,0.0,8978929,0.0,0.0
71,2021-05-10,Austria,AT,EURO,6321,626334,117,12634,5736.0,0.0,8978929,0.0,0.0
72,2021-05-17,Austria,AT,EURO,4502,630836,80,12714,4152.0,0.0,8978929,0.0,0.0
73,2021-05-24,Austria,AT,EURO,3299,634135,75,12789,3155.0,0.0,8978929,0.0,0.0
74,2021-05-31,Austria,AT,EURO,2499,636634,55,12844,2423.0,4859495.0,8978929,54121.0984071708,0.0498611481234161
75,2021-06-07,Austria,AT,EURO,2011,638645,39,12883,1686.0,5649558.0,8978929,62920.1767827767,0.0298430425884644
76,2021-06-14,Austria,AT,EURO,1088,639733,31,12914,1002.0,0.0,8978929,0.0,0.0
77,2021-06-21,Austria,AT,EURO,765,640498,26,12940,681.0,0.0,8978929,0.0,0.0
78,2021-06-28,Austria,AT,EURO,630,641128,22,12962,632.0,0.0,8978929,0.0,0.0
79,2021-07-05,Austria,AT,EURO,895,642023,16,12978,1088.0,0.0,8978929,0.0,0.0
80,2021-07-12,Austria,AT,EURO,1940,643963,14,12992,2197.0,0.0,8978929,0.0,0.0
81,2021-07-19,Austria,AT,EURO,2481,646444,13,13005,2529.0,2807249.0,8978929,31264.8535254038,0.0900881966651337
82,2021-07-26,Austria,AT,EURO,3134,649578,13,13018,3261.0,0.0,8978929,0.0,0.0
83,2021-08-02,Austria,AT,EURO,3433,653011,23,13041,3662.0,0.0,8978929,0.0,0.0
84,2021-08-09,Austria,AT,EURO,5269,658280,13,13054,5903.0,2584647.0,8978929,28785.6937057861,0.228387087288903
85,2021-08-16,Austria,AT,EURO,7609,665889,14,13068,8066.0,465080.0,8978929,5179.68234296095,1.73432527737163
86,2021-08-23,Austria,AT,EURO,9095,674984,27,13095,9437.0,2703030.0,8978929,30104.1471649904,0.349126720754117
87,2021-08-30,Austria,AT,EURO,10736,685720,38,13133,11273.0,2840922.0,8978929,31639.8759807545,0.396807796905371
88,2021-09-06,Austria,AT,EURO,13822,699542,59,13192,14084.0,3308862.0,8978929,36851.4106749257,0.425644828947233
89,2021-09-13,Austria,AT,EURO,14233,713775,68,13260,13761.0,2975110.0,8978929,33134.3526605456,0.462537519621123
90,2021-09-20,Austria,AT,EURO,11737,725512,78,13338,11753.0,3163381.0,8978929,35231.161756597,0.371532863098059
91,2021-09-27,Austria,AT,EURO,12441,737953,77,13415,12600.0,3015264.0,8978929,33581.5552166634,0.417873857811455
92,2021-10-04,Austria,AT,EURO,12820,750773,77,13492,12771.0,3662031.0,8978929,40784.7194247777,0.348740903613323
93,2021-10-11,Austria,AT,EURO,14078,764851,88,13580,15338.0,3594537.0,8978929,40033.026210587,0.426703077475625
94,2021-10-18,Austria,AT,EURO,21646,786497,111,13691,23830.0,3690879.0,8978929,41106.0049589433,0.645645657850068
95,2021-10-25,Austria,AT,EURO,30465,816962,137,13828,34557.0,3074257.0,8978929,34238.5712148966,1.12407648417162
96,2021-11-01,Austria,AT,EURO,50720,867682,192,14020,56412.0,4763048.0,8978929,53046.9502543121,1.1843676570129
97,2021-11-08,Austria,AT,EURO,72220,939902,287,14307,78621.0,4309646.0,8978929,47997.3279663978,1.82430297059202
98,2021-11-15,Austria,AT,EURO,93928,1033830,386,14693,97085.0,5909773.0,8978929,65818.2395695522,1.64278729487579
99,2021-11-22,Austria,AT,EURO,90679,1124509,467,15160,82539.0,7827648.0,8978929,87177.9696665382,1.05445467144154
100,2021-11-29,Austria,AT,EURO,58797,1183306,483,15643,50813.0,6021454.0,8978929,67062.0516099415,0.843865949984838
101,2021-12-06,Austria,AT,EURO,32187,1215493,443,16086,29146.0,5066057.0,8978929,56421.6177675533,0.575319227557053
102,2021-12-13,Austria,AT,EURO,21481,1236974,303,16389,18844.0,5990972.0,8978929,66722.5679142802,0.314539944436395
103,2021-12-20,Austria,AT,EURO,15114,1252088,198,16587,14605.0,4770559.0,8978929,53130.6016563891,0.306148608580252
104,2021-12-27,Austria,AT,EURO,19925,1272013,154,16741,23029.0,4844026.0,8978929,53948.817280992,0.475410330167509
105,2022-01-03,Austria,AT,EURO,47142,1319155,89,16830,62194.0,4168221.0,8978929,46422.2514734218,1.49209938724458
106,2022-01-10,Austria,AT,EURO,101269,1420424,72,16902,110554.0,7970300.0,8978929,88766.7114864145,1.38707451413372
107,2022-01-17,Austria,AT,EURO,158635,1579059,71,16973,175980.0,7790563.0,8978929,86764.9471334499,2.25888680959258
108,2022-01-24,Austria,AT,EURO,220484,1799543,106,17079,227274.0,7923740.0,8978929,88248.16411846,2.86826675282127
109,2022-01-31,Austria,AT,EURO,231714,2031257,127,17206,231847.0,7927760.0,8978929,88292.9356051262,2.92449569613611
110,2022-02-07,Austria,AT,EURO,223088,2254345,170,17376,216386.0,6113208.0,8978929,68083.9329501325,3.5396472686681
111,2022-02-14,Austria,AT,EURO,200933,2455278,201,17577,195511.0,6216441.0,8978929,69233.6580454083,3.14506322830057
112,2022-02-21,Austria,AT,EURO,185138,2640416,213,17790,185349.0,5714168.0,8978929,63639.7503532994,3.24367431969099
113,2022-02-28,Austria,AT,EURO,206248,2846664,228,18018,217009.0,5794561.0,8978929,64535.1021263226,3.74504643233543
114,2022-03-07,Austria,AT,EURO,281597,3128261,192,18210,299203.0,5859407.0,8978929,65257.3040726795,5.10636997907809
115,2022-03-14,Austria,AT,EURO,319108,3447369,226,18436,315892.0,6155757.0,8978929,68557.8090660924,5.13165155804558
116,2022-03-21,Austria,AT,EURO,270232,3717601,288,18724,248044.0,4714316.0,8978929,52504.212918935,5.26150559275195
117,2022-03-28,Austria,AT,EURO,172589,3890190,289,19013,151681.0,4598686.0,8978929,51216.420132067,3.29835522581885
118,2022-04-04,Austria,AT,EURO,103990,3994180,226,19239,96521.0,3450406.0,8978929,38427.8124930045,2.79738094589448
119,2022-04-11,Austria,AT,EURO,68173,4062353,179,19418,63286.0,1472830.0,8978929,16403.1812702829,4.29689780897999
120,2022-04-18,Austria,AT,EURO,52197,4114550,138,19556,48996.0,1492969.0,8978929,16627.4730538575,3.28178280995788
121,2022-04-25,Austria,AT,EURO,41690,4156240,100,19656,40350.0,1403772.0,8978929,15634.0694975982,2.87439840657885
122,2022-05-02,Austria,AT,EURO,37988,4194228,76,19732,36971.0,1469716.0,8978929,16368.5000738952,2.5155200052255
123,2022-05-09,Austria,AT,EURO,31290,4225518,61,19793,29760.0,1621328.0,8978929,18057.0310779827,1.83553235372485
124,2022-05-16,Austria,AT,EURO,22565,4248083,34,19827,20282.0,1289409.0,8978929,14360.3875250601,1.57296870116464
125,2022-05-23,Austria,AT,EURO,15151,4263234,39,19866,15294.0,1245967.0,8978929,13876.5659022362,1.22748034257729
126,2022-05-30,Austria,AT,EURO,18678,4281912,21,19887,19505.0,1091054.0,8978929,12151.2710480281,1.78772086441184
127,2022-06-06,Austria,AT,EURO,23968,4305880,22,19909,25414.0,798495.0,8978929,8892.9871257474,3.18273752496885
128,2022-06-13,Austria,AT,EURO,35416,4341296,28,19937,40803.0,761356.0,8978929,8479.36318462926,5.35925375251525
129,2022-06-20,Austria,AT,EURO,58037,4399333,33,19970,60223.0,876743.0,8978929,9764.44963536297,6.86894563173017
130,2022-06-27,Austria,AT,EURO,68562,4467895,53,20023,71280.0,911142.0,8978929,10147.5576875594,7.82314941030048
131,2022-07-04,Austria,AT,EURO,74223,4542118,58,20081,73764.0,869033.0,8978929,9678.58193332412,8.4880551141326
132,2022-07-11,Austria,AT,EURO,80557,4622675,57,20138,83410.0,1019276.0,8978929,11351.8661301365,8.18325949006942
133,2022-07-18,Austria,AT,EURO,82554,4705229,89,20227,79546.0,850510.0,8978929,9472.28784190186,9.35274129639863
134,2022-07-25,Austria,AT,EURO,60380,4765609,104,20331,54660.0,665041.0,8978929,7406.68514028789,8.21904213424435
135,2022-08-01,Austria,AT,EURO,44332,4809941,76,20407,42903.0,628744.0,8978929,7002.43870956102,6.8236038832975
136,2022-08-08,Austria,AT,EURO,39284,4849225,83,20490,38602.0,645056.0,8978929,7184.10848331689,5.98428663557893
137,2022-08-15,Austria,AT,EURO,37611,4886836,57,20547,37657.0,0.0,8978929,0.0,0.0
138,2022-08-22,Austria,AT,EURO,34819,4921655,55,20602,33704.0,0.0,8978929,0.0,0.0
139,2022-08-29,Austria,AT,EURO,30154,4951809,32,20634,29627.0,0.0,8978929,0.0,0.0
140,2022-09-05,Austria,AT,EURO,28946,4980755,52,20686,28960.0,631561.0,8978929,7033.81216178455,4.58546363692502
141,2022-09-12,Austria,AT,EURO,33920,5014675,34,20720,36219.0,0.0,8978929,0.0,0.0
142,2022-09-19,Austria,AT,EURO,47759,5062434,33,20753,52258.0,0.0,8978929,0.0,0.0
143,2022-09-26,Austria,AT,EURO,77655,5140089,51,20804,83434.0,0.0,8978929,0.0,0.0
144,2022-10-03,Austria,AT,EURO,96821,5236910,86,20890,97846.0,0.0,8978929,0.0,0.0
145,2022-10-10,Austria,AT,EURO,90835,5327745,93,20983,86396.0,889186.0,8978929,9903.02963749908,9.71630232594755
146,2022-10-17,Austria,AT,EURO,64550,5392295,69,21052,58624.0,0.0,8978929,0.0,0.0
147,2022-10-24,Austria,AT,EURO,39248,5431543,91,21143,37085.0,0.0,8978929,0.0,0.0
148,2022-10-31,Austria,AT,EURO,30833,5462376,57,21200,29394.0,593107.0,8978929,6605.54282142113,4.9559354382936
149,2022-11-07,Austria,AT,EURO,25591,5487967,49,21249,24783.0,1231667.0,8978929,13717.3041461849,2.01215101159648
150,2022-11-14,Austria,AT,EURO,26519,5514486,61,21310,27034.0,681890.0,8978929,7594.33558278498,3.96456906539178
151,2022-11-21,Austria,AT,EURO,29327,5543813,41,21351,30238.0,0.0,8978929,0.0,0.0
152,2022-11-28,Austria,AT,EURO,33020,5576833,50,21401,33270.0,500225.0,8978929,5571.09873571781,6.65100704682893
153,2022-12-05,Austria,AT,EURO,31822,5608655,43,21444,33258.0,190331.0,8978929,2119.75169867141,17.4737693807104
154,2022-12-12,Austria,AT,EURO,36251,5644906,52,21496,34730.0,724315.0,8978929,8066.83068771342,4.79487515790782
155,2022-12-19,Austria,AT,EURO,33439,5678345,75,21571,32948.0,0.0,8978929,0.0,0.0
156,2022-12-26,Austria,AT,EURO,26728,5705073,73,21644,24803.0,0.0,8978929,0.0,0.0
157,2023-01-02,Austria,AT,EURO,19106,5724179,64,21708,18797.0,368514.0,8978929,4104.20886499938,5.10075600926966
158,2023-01-09,Austria,AT,EURO,16350,5740529,66,21774,14951.0,430635.0,8978929,4796.06198022058,3.47184971031152
159,2023-01-16,Austria,AT,EURO,13499,5754028,42,21816,13848.0,374988.0,8978929,4176.31100546624,3.69291817338155
160,2023-01-23,Austria,AT,EURO,18243,5772271,42,21858,19928.0,0.0,8978929,0.0,0.0
161,2023-01-30,Austria,AT,EURO,26105,5798376,54,21912,26725.0,0.0,8978929,0.0,0.0
162,2023-02-06,Austria,AT,EURO,27763,5826139,37,21949,28849.0,0.0,8978929,0.0,0.0
163,2023-02-13,Austria,AT,EURO,33324,5859463,34,21983,34144.0,372438.0,8978929,4147.91118183472,9.16770039577057
164,2023-02-20,Austria,AT,EURO,37763,5897226,60,22043,38954.0,376169.0,8978929,4189.46402182265,10.3554519378258
165,2023-02-27,Austria,AT,EURO,39473,5936699,54,22097,37924.0,329787.0,8978929,3672.89907292952,11.4995436448374
166,2023-03-06,Austria,AT,EURO,34418,5971117,72,22169,33257.0,0.0,8978929,0.0,0.0
167,2023-03-13,Austria,AT,EURO,28347,5999464,47,22216,27076.0,0.0,8978929,0.0,0.0
168,2023-03-20,Austria,AT,EURO,22317,6021781,58,22274,21252.0,0.0,8978929,0.0,0.0
169,2023-03-27,Austria,AT,EURO,14310,6036091,41,22315,13065.0,0.0,8978929,0.0,0.0
170,2023-04-03,Austria,AT,EURO,9089,6045180,38,22353,8979.0,0.0,8978929,0.0,0.0
171,2023-04-10,Austria,AT,EURO,7508,6052688,36,22389,7160.0,0.0,8978929,0.0,0.0
172,2023-04-17,Austria,AT,EURO,6676,6059364,29,22418,6588.0,0.0,8978929,0.0,0.0
173,2023-04-24,Austria,AT,EURO,5463,6064827,33,22451,5175.0,67693.0,8978929,753.909514152523,7.64480817809818
174,2023-05-01,Austria,AT,EURO,4026,6068853,20,22471,3629.0,0.0,8978929,0.0,0.0
175,2023-05-08,Austria,AT,EURO,3061,6071914,13,22484,2825.0,49832.0,8978929,554.98823968872,5.66904800128431
176,2023-05-15,Austria,AT,EURO,2145,6074059,12,22496,2219.0,36573.0,8978929,407.320293990519,6.06731741995461
177,2023-05-22,Austria,AT,EURO,2345,6076404,12,22508,2117.0,0.0,8978929,0.0,0.0
178,2023-05-29,Austria,AT,EURO,1468,6077872,12,22520,1412.0,0.0,8978929,0.0,0.0
179,2023-06-05,Austria,AT,EURO,1018,6078890,5,22525,1087.0,0.0,8978929,0.0,0.0
180,2023-06-12,Austria,AT,EURO,1057,6079947,7,22532,970.0,24157.0,8978929,269.040995869329,4.01539926315354
181,2023-06-19,Austria,AT,EURO,828,6080775,2,22534,825.0,19739.0,8978929,219.836909279492,4.179543036628
182,2023-06-26,Austria,AT,EURO,512,6081287,0,22534,0.0,0.0,8978929,0.0,0.0
183,2023-07-03,Austria,AT,EURO,0,6081287,0,22534,0.0,0.0,8978929,0.0,0.0
184,2023-07-10,Austria,AT,EURO,0,6081287,0,22534,0.0,0.0,8978929,0.0,0.0
185,2023-07-17,Austria,AT,EURO,0,6081287,0,22534,0.0,0.0,8978929,0.0,0.0
186,2023-07-24,Austria,AT,EURO,0,6081287,0,22534,0.0,0.0,8978929,0.0,0.0
187,2023-07-31,Austria,AT,EURO,0,6081287,0,22534,0.0,0.0,8978929,0.0,0.0
188,2023-08-07,Austria,AT,EURO,0,6081287,0,22534,0.0,0.0,8978929,0.0,0.0
189,2023-08-14,Austria,AT,EURO,0,6081287,0,22534,0.0,0.0,8978929,0.0,0.0
190,2023-08-21,Austria,AT,EURO,0,6081287,0,22534,0.0,0.0,8978929,0.0,0.0
191,2023-08-28,Austria,AT,EURO,0,6081287,0,22534,0.0,0.0,8978929,0.0,0.0
192,2023-09-04,Austria,AT,EURO,0,6081287,0,22534,0.0,0.0,8978929,0.0,0.0
193,2023-09-11,Austria,AT,EURO,0,6081287,0,22534,0.0,0.0,8978929,0.0,0.0
194,2023-09-18,Austria,AT,EURO,0,6081287,0,22534,0.0,0.0,8978929,0.0,0.0
195,2023-09-25,Austria,AT,EURO,0,6081287,0,22534,0.0,0.0,8978929,0.0,0.0
196,2023-10-02,Austria,AT,EURO,0,6081287,0,22534,0.0,0.0,8978929,0.0,0.0
197,2023-10-09,Austria,AT,EURO,0,6081287,0,22534,0.0,0.0,8978929,0.0,0.0
198,2023-10-16,Austria,AT,EURO,0,6081287,0,22534,0.0,0.0,8978929,0.0,0.0
199,2023-10-23,Austria,AT,EURO,0,6081287,0,22534,0.0,0.0,8978929,0.0,0.0
200,2023-10-30,Austria,AT,EURO,0,6081287,0,22534,0.0,0.0,8978929,0.0,0.0
201,2023-11-06,Austria,AT,EURO,0,6081287,0,22534,0.0,0.0,8978929,0.0,0.0
202,2023-11-13,Austria,AT,EURO,0,6081287,0,22534,0.0,0.0,8978929,0.0,0.0
203,2023-11-20,Austria,AT,EURO,0,6081287,0,22534,0.0,0.0,8978929,0.0,0.0
204,2020-01-06,Belgium,BE,EURO,0,0,0,0,0.0,0.0,11617623,0.0,0.0
205,2020-01-13,Belgium,BE,EURO,0,0,0,0,0.0,0.0,11617623,0.0,0.0
206,2020-01-20,Belgium,BE,EURO,0,0,0,0,0.0,0.0,11617623,0.0,0.0
207,2020-01-27,Belgium,BE,EURO,0,0,0,0,0.0,0.0,11617623,0.0,0.0
208,2020-02-03,Belgium,BE,EURO,1,1,0,0,2.0,0.0,11617623,0.0,0.0
209,2020-02-10,Belgium,BE,EURO,0,1,0,0,0.0,0.0,11617623,0.0,0.0
210,2020-02-17,Belgium,BE,EURO,0,1,0,0,0.0,0.0,11617623,0.0,0.0
211,2020-02-24,Belgium,BE,EURO,0,1,0,0,0.0,0.0,11617623,0.0,0.0
212,2020-03-02,Belgium,BE,EURO,315,316,0,0,0.0,0.0,11617623,0.0,0.0
213,2020-03-09,Belgium,BE,EURO,1046,1362,9,9,0.0,0.0,11617623,0.0,0.0
214,2020-03-16,Belgium,BE,EURO,3111,4473,140,149,3678.0,0.0,11617623,0.0,0.0
215,2020-03-23,Belgium,BE,EURO,7558,12031,602,751,3673.0,0.0,11617623,0.0,0.0
216,2020-03-30,Belgium,BE,EURO,9634,21665,1357,2108,8130.0,0.0,11617623,0.0,0.0
217,2020-04-06,Belgium,BE,EURO,11209,32874,1938,4046,9694.0,0.0,11617623,0.0,0.0
218,2020-04-13,Belgium,BE,EURO,8351,41225,1820,5866,11175.0,0.0,11617623,0.0,0.0
219,2020-04-20,Belgium,BE,EURO,6275,47500,1285,7151,7963.0,0.0,11617623,0.0,0.0
220,2020-04-27,Belgium,BE,EURO,3262,50762,830,7981,5703.0,0.0,11617623,0.0,0.0
221,2020-05-04,Belgium,BE,EURO,3119,53881,571,8552,3095.0,0.0,11617623,0.0,0.0
222,2020-05-11,Belgium,BE,EURO,2201,56082,414,8966,3051.0,0.0,11617623,0.0,0.0
223,2020-05-18,Belgium,BE,EURO,1540,57622,246,9212,2071.0,0.0,11617623,0.0,0.0
224,2020-05-25,Belgium,BE,EURO,1232,58854,181,9393,1510.0,0.0,11617623,0.0,0.0
225,2020-06-01,Belgium,BE,EURO,835,59689,141,9534,1144.0,87209.0,11617623,750.66130136948,1.31179121420954
226,2020-06-08,Belgium,BE,EURO,722,60411,79,9613,847.0,75991.0,11617623,654.101101404306,1.11460567698806
227,2020-06-15,Belgium,BE,EURO,669,61080,44,9657,671.0,86874.0,11617623,747.777751094178,0.772382991458894
228,2020-06-22,Belgium,BE,EURO,612,61692,40,9697,668.0,88901.0,11617623,765.225382162943,0.751397622073992
229,2020-06-29,Belgium,BE,EURO,614,62306,33,9730,607.0,93868.0,11617623,807.979394752266,0.646652746409852
230,2020-07-06,Belgium,BE,EURO,687,62993,13,9743,637.0,85012.0,11617623,731.750376131159,0.749305980332188
231,2020-07-13,Belgium,BE,EURO,1296,64289,22,9765,704.0,77973.0,11617623,671.161389898777,0.902876636784528
232,2020-07-20,Belgium,BE,EURO,2270,66559,17,9782,1385.0,86865.0,11617623,747.700282579319,1.59442813561273
233,2020-07-27,Belgium,BE,EURO,3715,70274,20,9802,2489.0,99622.0,11617623,857.507598585356,2.49844411876895
234,2020-08-03,Belgium,BE,EURO,4371,74645,34,9836,3759.0,145338.0,11617623,1251.01322361726,2.58638484085373
235,2020-08-10,Belgium,BE,EURO,3882,78527,67,9903,4340.0,141302.0,11617623,1216.27289850945,3.07143564846924
236,2020-08-17,Belgium,BE,EURO,3430,81957,53,9956,3751.0,127215.0,11617623,1095.01745752982,2.94855166450497
237,2020-08-24,Belgium,BE,EURO,3127,85084,31,9987,3453.0,137022.0,11617623,1179.43231588768,2.52003327932741
238,2020-08-31,Belgium,BE,EURO,3490,88574,22,10009,3121.0,145319.0,11617623,1250.84967897478,2.14768887757279
239,2020-09-07,Belgium,BE,EURO,5717,94291,21,10030,3655.0,159252.0,11617623,1370.77954758904,2.29510461407078
240,2020-09-14,Belgium,BE,EURO,9672,103963,20,10050,6158.0,213854.0,11617623,1840.77241962491,2.87953463577955
241,2020-09-21,Belgium,BE,EURO,11145,115108,33,10083,10108.0,251200.0,11617623,2162.23232583808,4.02388535031847
242,2020-09-28,Belgium,BE,EURO,17885,132993,76,10159,11274.0,256649.0,11617623,2209.13520777873,4.3927698919536
243,2020-10-05,Belgium,BE,EURO,35324,168317,125,10284,18895.0,259284.0,11617623,2231.81626740685,7.28737600468984
244,2020-10-12,Belgium,BE,EURO,67672,235989,237,10521,38852.0,309616.0,11617623,2665.05463294858,12.5484471086766
245,2020-10-19,Belgium,BE,EURO,101847,337836,366,10887,72232.0,418567.0,11617623,3602.86265099152,17.2569743911966
