,date,Country,Country_code,WHO_region,New_cases,Cumulative_cases,New_deaths,Cumulative_deaths,new_cases,tests_done,population,testing_rate,positivity_rate
1513,2021-08-16,Estonia,EE,EURO,1970,139022,5,1276,1970.0,27447.0,1331796,2060.90121910563,7.17746930447772
1514,2021-08-23,Estonia,EE,EURO,2476,141498,7,1283,2476.0,31313.0,1331796,2351.18591736272,7.9072589659247
1515,2021-08-30,Estonia,EE,EURO,2405,143903,11,1294,2405.0,31526.0,1331796,2367.17935779954,7.62862399289475
1516,2021-09-06,Estonia,EE,EURO,2976,146879,11,1305,2976.0,38013.0,1331796,2854.26596866187,7.82890063925499
1517,2021-09-13,Estonia,EE,EURO,3258,150137,14,1319,3258.0,43076.0,1331796,3234.42929697942,7.56337635806482
1518,2021-09-20,Estonia,EE,EURO,3784,153921,22,1341,3784.0,41320.0,1331796,3102.57727159415,9.15779283639884
1519,2021-09-27,Estonia,EE,EURO,4970,158891,23,1364,4970.0,39003.0,1331796,2928.60167773443,12.7426095428557
1520,2021-10-04,Estonia,EE,EURO,6455,165346,27,1391,6455.0,43696.0,1331796,3280.98297336829,14.7725192237276
1521,2021-10-11,Estonia,EE,EURO,7999,173345,31,1422,7999.0,49124.0,1331796,3688.55290149542,16.2832831202671
1522,2021-10-18,Estonia,EE,EURO,9988,183333,37,1459,9988.0,57655.0,1331796,4329.1164712914,17.323736015957
1523,2021-10-25,Estonia,EE,EURO,12069,195402,72,1531,12069.0,57425.0,1331796,4311.84655908262,21.0169786678276
1524,2021-11-01,Estonia,EE,EURO,173,195575,0,1531,173.0,54589.0,1331796,4098.90103289092,0.316913663924967
1525,2021-11-08,Estonia,EE,EURO,6726,202301,72,1603,6726.0,47680.0,1331796,3580.12788745423,14.1065436241611
1526,2021-11-15,Estonia,EE,EURO,5181,207482,53,1656,5181.0,40120.0,1331796,3012.47338180923,12.9137587238285
1527,2021-11-22,Estonia,EE,EURO,4077,211559,55,1711,4077.0,37807.0,1331796,2838.79813424879,10.7837173010289
1528,2021-11-29,Estonia,EE,EURO,3437,214996,27,1738,3437.0,38098.0,1331796,2860.64832752163,9.02147094335661
1529,2021-12-06,Estonia,EE,EURO,3305,218301,38,1776,3305.0,40270.0,1331796,3023.73636803234,8.20710206108766
1530,2021-12-13,Estonia,EE,EURO,3913,222214,23,1799,3913.0,42679.0,1331796,3204.61992677557,9.16844349680171
1531,2021-12-20,Estonia,EE,EURO,4595,226809,29,1828,4595.0,41588.0,1331796,3122.70047364611,11.0488602481485
1532,2021-12-27,Estonia,EE,EURO,6140,232949,23,1851,6140.0,38075.0,1331796,2858.92133630075,16.1260669730794
1533,2022-01-03,Estonia,EE,EURO,5742,238691,16,1867,5742.0,59446.0,1331796,4463.5965267954,9.65918648857787
1534,2022-01-10,Estonia,EE,EURO,15424,254115,28,1895,15424.0,62356.0,1331796,4682.09845952383,24.7353903393418
1535,2022-01-17,Estonia,EE,EURO,27269,281384,24,1919,27269.0,80295.0,1331796,6029.07652523359,33.9610187433838
1536,2022-01-24,Estonia,EE,EURO,41085,322469,25,1944,41085.0,85907.0,1331796,6450.46238312775,47.824973517874
1537,2022-01-31,Estonia,EE,EURO,48031,370500,32,1976,48031.0,86917.0,1331796,6526.29982369672,55.2607660181553
1538,2022-02-07,Estonia,EE,EURO,37947,408447,45,2021,37947.0,65505.0,1331796,4918.54608363443,57.9299290130524
1539,2022-02-14,Estonia,EE,EURO,39239,447686,54,2075,39239.0,66560.0,1331796,4997.76242007034,58.9528245192308
1540,2022-02-21,Estonia,EE,EURO,31712,479398,64,2139,31712.0,55349.0,1331796,4155.96682975471,57.294621402374
1541,2022-02-28,Estonia,EE,EURO,22671,502069,59,2198,22671.0,41371.0,1331796,3106.40668691001,54.7992555171497
1542,2022-03-07,Estonia,EE,EURO,14983,517052,58,2256,14983.0,34289.0,1331796,2574.64356402933,43.6962291113768
1543,2022-03-14,Estonia,EE,EURO,10967,528019,33,2289,10967.0,28744.0,1331796,2158.28850664817,38.1540495407737
1544,2022-03-21,Estonia,EE,EURO,9226,537245,40,2329,9226.0,24856.0,1331796,1866.35190374502,37.1177985194722
1545,2022-03-28,Estonia,EE,EURO,6835,544080,22,2351,6835.0,23151.0,1331796,1738.32929367561,29.5235626970757
1546,2022-04-04,Estonia,EE,EURO,5185,549265,29,2380,5185.0,23150.0,1331796,1738.25420710079,22.3974082073434
1547,2022-04-11,Estonia,EE,EURO,3337,552602,22,2402,3337.0,18007.0,1331796,1352.08395279758,18.5316821236186
1548,2022-04-18,Estonia,EE,EURO,2756,555358,13,2415,2756.0,18489.0,1331796,1388.27568186119,14.906160419709
1549,2022-04-25,Estonia,EE,EURO,2039,557397,9,2424,2039.0,16203.0,1331796,1216.62777182091,12.5840893661668
1550,2022-05-02,Estonia,EE,EURO,1489,558886,8,2432,1489.0,15624.0,1331796,1173.15264499968,9.53020993343574
1551,2022-05-09,Estonia,EE,EURO,1173,560059,3,2435,1173.0,12178.0,1331796,914.404308167317,9.63212350139596
1552,2022-05-16,Estonia,EE,EURO,953,561012,5,2440,953.0,10574.0,1331796,793.965442154804,9.01267259315302
1553,2022-05-23,Estonia,EE,EURO,821,561833,8,2448,821.0,9793.0,1331796,735.322827219784,8.38353926273869
1554,2022-05-30,Estonia,EE,EURO,781,562614,10,2458,781.0,0.0,1331796,0.0,0.0
1555,2022-06-06,Estonia,EE,EURO,840,563454,2,2460,840.0,9078.0,1331796,681.635926222935,9.2531394580304
1556,2022-06-13,Estonia,EE,EURO,822,564276,2,2462,822.0,6604.0,1331796,495.871740116354,12.4470018170806
1557,2022-06-20,Estonia,EE,EURO,798,565074,3,2465,798.0,0.0,1331796,0.0,0.0
1558,2022-06-27,Estonia,EE,EURO,1345,566419,8,2473,1345.0,7069.0,1331796,530.786997408011,19.0267364549441
1559,2022-07-04,Estonia,EE,EURO,1161,567580,8,2481,1161.0,6525.0,1331796,489.939900705513,17.7931034482759
1560,2022-07-11,Estonia,EE,EURO,1552,569132,4,2485,1552.0,7311.0,1331796,548.957948514637,21.2282861441663
1561,2022-07-18,Estonia,EE,EURO,2007,571139,8,2493,2007.0,8484.0,1331796,637.034500779399,23.6562942008487
1562,2022-07-25,Estonia,EE,EURO,2229,573368,8,2501,2229.0,8963.0,1331796,673.000970118547,24.8689055003905
1563,2022-08-01,Estonia,EE,EURO,2239,575607,6,2507,2239.0,8623.0,1331796,647.471534679485,25.9654412617419
1564,2022-08-08,Estonia,EE,EURO,1933,577540,8,2515,1933.0,8894.0,1331796,667.819996455914,21.7337530919721
1565,2022-08-15,Estonia,EE,EURO,1426,578966,5,2520,1426.0,8289.0,1331796,622.392618689349,17.203522740982
1566,2022-08-22,Estonia,EE,EURO,1107,580073,4,2524,1107.0,9479.0,1331796,711.745642726063,11.6784470935753
1567,2022-08-29,Estonia,EE,EURO,822,580895,6,2530,822.0,7117.0,1331796,534.391152999408,11.5498103133343
1568,2022-09-05,Estonia,EE,EURO,914,581809,4,2534,914.0,7073.0,1331796,531.087343707295,12.9223808850558
1569,2022-09-12,Estonia,EE,EURO,1189,582998,6,2540,1189.0,8332.0,1331796,625.621341406642,14.2702832453193
1570,2022-09-19,Estonia,EE,EURO,1188,584186,14,2554,1188.0,9842.0,1331796,739.002069386002,12.0707173338752
1571,2022-09-26,Estonia,EE,EURO,1316,585502,11,2565,1316.0,8272.0,1331796,621.116146917396,15.9090909090909
1572,2022-10-03,Estonia,EE,EURO,1196,586698,21,2586,1196.0,8194.0,1331796,615.259394081376,14.5960458872346
1573,2022-10-10,Estonia,EE,EURO,1063,587761,16,2602,1063.0,8983.0,1331796,674.502701614962,11.8334632082823
1574,2022-10-17,Estonia,EE,EURO,1055,588816,10,2612,1055.0,9168.0,1331796,688.393717956804,11.5074171029668
1575,2022-10-24,Estonia,EE,EURO,733,589549,9,2621,733.0,6802.0,1331796,510.738881930866,10.7762422816819
1576,2022-10-31,Estonia,EE,EURO,553,590102,9,2630,553.0,6315.0,1331796,474.171719993152,8.756927949327
1577,2022-11-07,Estonia,EE,EURO,490,590592,15,2645,490.0,6962.0,1331796,522.752733902189,7.03820741166331
1578,2022-11-14,Estonia,EE,EURO,491,591083,9,2654,491.0,7790.0,1331796,584.924417853785,6.30295250320924
1579,2022-11-21,Estonia,EE,EURO,474,591557,9,2663,474.0,6562.0,1331796,492.718103973882,7.22340749771411
1580,2022-11-28,Estonia,EE,EURO,536,592093,9,2672,536.0,6493.0,1331796,487.537130311249,8.25504389342369
1581,2022-12-05,Estonia,EE,EURO,624,592717,15,2687,624.0,6479.0,1331796,486.485918263758,9.63111591294953
1582,2022-12-12,Estonia,EE,EURO,819,593536,23,2710,819.0,7480.0,1331796,561.647579659347,10.9491978609626
1583,2022-12-19,Estonia,EE,EURO,681,594217,17,2727,681.0,5549.0,1331796,416.655403680444,12.2724815282033
1584,2022-12-26,Estonia,EE,EURO,541,594758,19,2746,541.0,14639.0,1331796,1099.19236880123,3.69560762347155
1585,2023-01-02,Estonia,EE,EURO,397,595155,13,2759,397.0,4887.0,1331796,366.948091149095,8.12359320646613
1586,2023-01-09,Estonia,EE,EURO,377,595532,12,2771,377.0,4654.0,1331796,349.452919215856,8.10055865921788
1587,2023-01-16,Estonia,EE,EURO,301,595833,8,2779,301.0,4552.0,1331796,341.794088584138,6.61247803163445
1588,2023-01-23,Estonia,EE,EURO,384,596217,8,2787,384.0,6238.0,1331796,468.390053731953,6.1558191728118
1589,2023-01-30,Estonia,EE,EURO,306,596523,7,2794,306.0,4421.0,1331796,331.957747282617,6.9215109703687
1590,2023-02-06,Estonia,EE,EURO,328,596851,7,2801,328.0,4046.0,1331796,303.800281724829,8.10677212061295
1591,2023-02-13,Estonia,EE,EURO,322,597173,8,2809,322.0,0.0,1331796,0.0,0.0
1592,2023-02-20,Estonia,EE,EURO,271,597444,6,2815,271.0,3501.0,1331796,262.87809844751,7.74064552984861
1593,2023-02-27,Estonia,EE,EURO,305,597749,6,2821,305.0,3685.0,1331796,276.694028214531,8.27679782903664
1594,2023-03-06,Estonia,EE,EURO,312,598061,3,2824,312.0,3502.0,1331796,262.953185022331,8.90919474585951
1595,2023-03-13,Estonia,EE,EURO,364,598425,8,2832,364.0,3752.0,1331796,281.724828727523,9.70149253731343
1596,2023-03-20,Estonia,EE,EURO,349,598774,8,2840,349.0,3492.0,1331796,262.202319274123,9.9942726231386
1597,2023-03-27,Estonia,EE,EURO,382,599156,6,2846,382.0,0.0,1331796,0.0,0.0
1598,2023-04-03,Estonia,EE,EURO,392,599548,8,2854,392.0,3300.0,1331796,247.785696908536,11.8787878787879
1599,2023-04-10,Estonia,EE,EURO,365,599913,7,2861,365.0,3328.0,1331796,249.888121003517,10.9675480769231
1600,2023-04-17,Estonia,EE,EURO,330,600243,14,2875,330.0,3121.0,1331796,234.345200015618,10.5735341236783
1601,2023-04-24,Estonia,EE,EURO,284,600527,9,2884,284.0,3045.0,1331796,228.63862032924,9.32676518883415
1602,2023-05-01,Estonia,EE,EURO,208,600735,1,2885,208.0,2659.0,1331796,199.655202448423,7.82248965776608
1603,2023-05-08,Estonia,EE,EURO,193,600928,3,2888,193.0,2689.0,1331796,201.907799693046,7.17738936407586
1604,2023-05-15,Estonia,EE,EURO,181,601109,3,2891,181.0,2382.0,1331796,178.85622122307,7.59865659109992
1605,2023-05-22,Estonia,EE,EURO,149,601258,2,2893,149.0,0.0,1331796,0.0,0.0
1606,2023-05-29,Estonia,EE,EURO,120,601378,2,2895,120.0,1888.0,1331796,141.763453261611,6.35593220338983
1607,2023-06-05,Estonia,EE,EURO,96,601474,2,2897,96.0,1704.0,1331796,127.947523494589,5.63380281690141
1608,2023-06-12,Estonia,EE,EURO,63,601537,0,2897,63.0,1651.0,1331796,123.967935029089,3.81586917019988
1609,2023-06-19,Estonia,EE,EURO,51,601588,1,2898,51.0,1405.0,1331796,105.49663762318,3.62989323843416
1610,2023-06-26,Estonia,EE,EURO,36,601624,0,2898,36.0,1338.0,1331796,100.465837110188,2.69058295964126
1611,2023-07-03,Estonia,EE,EURO,31,601655,0,2898,31.0,1169.0,1331796,87.7762059654782,2.65183917878529
1612,2023-07-10,Estonia,EE,EURO,44,601699,1,2899,44.0,1030.0,1331796,77.3391720653914,4.27184466019417
1613,2023-07-17,Estonia,EE,EURO,47,601746,1,2900,47.0,1033.0,1331796,77.5644317898537,4.54985479186834
1614,2023-07-24,Estonia,EE,EURO,0,601746,0,2900,0.0,0.0,1331796,0.0,0.0
1615,2023-07-31,Estonia,EE,EURO,27,601773,1,2901,27.0,975.0,1331796,73.2094104502491,2.76923076923077
1616,2023-08-07,Estonia,EE,EURO,17,601790,0,2901,17.0,1029.0,1331796,77.2640854905706,1.65208940719145
1617,2023-08-14,Estonia,EE,EURO,23,601813,0,2901,23.0,899.0,1331796,67.5028307638707,2.55839822024472
1618,2023-08-21,Estonia,EE,EURO,38,601851,0,2901,38.0,931.0,1331796,69.9056011581353,4.08163265306122
1619,2023-08-28,Estonia,EE,EURO,60,601911,0,2901,60.0,0.0,1331796,0.0,0.0
1620,2023-09-04,Estonia,EE,EURO,85,601996,0,2901,85.0,1154.0,1331796,86.6499073431667,7.36568457538995
1621,2023-09-11,Estonia,EE,EURO,90,602086,0,2901,90.0,1397.0,1331796,104.895945024613,6.44237652111668
1622,2023-09-18,Estonia,EE,EURO,101,602187,1,2902,101.0,1492.0,1331796,112.029169632586,6.76943699731904
1623,2023-09-25,Estonia,EE,EURO,108,602295,0,2902,108.0,1527.0,1331796,114.657199751313,7.07269155206287
1624,2023-10-02,Estonia,EE,EURO,82,602377,0,2902,82.0,1457.0,1331796,109.401139513859,5.62800274536719
1625,2023-10-09,Estonia,EE,EURO,101,602478,0,2902,101.0,1307.0,1331796,98.1381532907442,7.72762050497322
1626,2023-10-16,Estonia,EE,EURO,158,602636,1,2903,158.0,1632.0,1331796,122.541290107494,9.68137254901961
1627,2023-10-23,Estonia,EE,EURO,273,602909,3,2906,273.0,1741.0,1331796,130.725726762958,15.6806433084434
1628,2023-10-30,Estonia,EE,EURO,427,603336,6,2912,427.0,2319.0,1331796,174.125767009362,18.4131090987495
1629,2023-11-06,Estonia,EE,EURO,474,603810,2,2914,474.0,2459.0,1331796,184.637887484269,19.2761285075234
1630,2023-11-13,Estonia,EE,EURO,529,604339,5,2919,529.0,2613.0,1331796,196.201220006668,20.2449292001531
1631,2023-11-20,Estonia,EE,EURO,591,604930,1,2920,591.0,2826.0,1331796,212.194660443491,20.9129511677282
1632,2020-01-06,Finland,FI,EURO,0,0,0,0,0.0,0.0,5548241,0.0,0.0
1633,2020-01-13,Finland,FI,EURO,0,0,0,0,0.0,0.0,5548241,0.0,0.0
1634,2020-01-20,Finland,FI,EURO,0,0,0,0,0.0,0.0,5548241,0.0,0.0
1635,2020-01-27,Finland,FI,EURO,1,1,0,0,0.0,0.0,5548241,0.0,0.0
1636,2020-02-03,Finland,FI,EURO,0,1,0,0,1.0,0.0,5548241,0.0,0.0
1637,2020-02-10,Finland,FI,EURO,1,2,0,0,0.0,0.0,5548241,0.0,0.0
1638,2020-02-17,Finland,FI,EURO,0,2,0,0,0.0,0.0,5548241,0.0,0.0
1639,2020-02-24,Finland,FI,EURO,6,8,0,0,0.0,0.0,5548241,0.0,0.0
1640,2020-03-02,Finland,FI,EURO,112,120,1,1,6.0,0.0,5548241,0.0,0.0
1641,2020-03-09,Finland,FI,EURO,652,772,18,19,34.0,0.0,5548241,0.0,0.0
1642,2020-03-16,Finland,FI,EURO,806,1578,43,62,317.0,0.0,5548241,0.0,0.0
1643,2020-03-23,Finland,FI,EURO,1105,2683,62,124,540.0,0.0,5548241,0.0,0.0
1644,2020-03-30,Finland,FI,EURO,769,3452,65,189,642.0,0.0,5548241,0.0,0.0
1645,2020-04-06,Finland,FI,EURO,743,4195,43,232,966.0,0.0,5548241,0.0,0.0
1646,2020-04-13,Finland,FI,EURO,699,4894,22,254,931.0,0.0,5548241,0.0,0.0
1647,2020-04-20,Finland,FI,EURO,627,5521,28,282,790.0,0.0,5548241,0.0,0.0
1648,2020-04-27,Finland,FI,EURO,444,5965,8,290,736.0,0.0,5548241,0.0,0.0
1649,2020-05-04,Finland,FI,EURO,260,6225,6,296,623.0,0.0,5548241,0.0,0.0
1650,2020-05-11,Finland,FI,EURO,190,6415,2,298,617.0,0.0,5548241,0.0,0.0
1651,2020-05-18,Finland,FI,EURO,112,6527,1,299,396.0,0.0,5548241,0.0,0.0
1652,2020-05-25,Finland,FI,EURO,64,6591,0,299,221.0,0.0,5548241,0.0,0.0
1653,2020-06-01,Finland,FI,EURO,56,6647,0,299,163.0,0.0,5548241,0.0,0.0
1654,2020-06-08,Finland,FI,EURO,57,6704,3,302,99.0,0.0,5548241,0.0,0.0
1655,2020-06-15,Finland,FI,EURO,47,6751,1,303,54.0,0.0,5548241,0.0,0.0
1656,2020-06-22,Finland,FI,EURO,39,6790,0,303,51.0,0.0,5548241,0.0,0.0
1657,2020-06-29,Finland,FI,EURO,35,6825,0,303,54.0,0.0,5548241,0.0,0.0
1658,2020-07-06,Finland,FI,EURO,52,6877,1,304,46.0,0.0,5548241,0.0,0.0
1659,2020-07-13,Finland,FI,EURO,63,6940,2,306,38.0,0.0,5548241,0.0,0.0
1660,2020-07-20,Finland,FI,EURO,151,7091,1,307,43.0,0.0,5548241,0.0,0.0
1661,2020-07-27,Finland,FI,EURO,152,7243,0,307,56.0,0.0,5548241,0.0,0.0
1662,2020-08-03,Finland,FI,EURO,224,7467,1,308,84.0,0.0,5548241,0.0,0.0
1663,2020-08-10,Finland,FI,EURO,136,7603,0,308,169.0,0.0,5548241,0.0,0.0
1664,2020-08-17,Finland,FI,EURO,210,7813,2,310,175.0,0.0,5548241,0.0,0.0
1665,2020-08-24,Finland,FI,EURO,308,8121,5,315,192.0,0.0,5548241,0.0,0.0
1666,2020-08-31,Finland,FI,EURO,398,8519,4,319,156.0,0.0,5548241,0.0,0.0
1667,2020-09-07,Finland,FI,EURO,663,9182,3,322,236.0,0.0,5548241,0.0,0.0
1668,2020-09-14,Finland,FI,EURO,890,10072,3,325,354.0,0.0,5548241,0.0,0.0
1669,2020-09-21,Finland,FI,EURO,1670,11742,5,330,470.0,0.0,5548241,0.0,0.0
1670,2020-09-28,Finland,FI,EURO,1318,13060,5,335,719.0,0.0,5548241,0.0,0.0
1671,2020-10-05,Finland,FI,EURO,1249,14309,5,340,1130.0,0.0,5548241,0.0,0.0
1672,2020-10-12,Finland,FI,EURO,1390,15699,3,343,1626.0,0.0,5548241,0.0,0.0
1673,2020-10-19,Finland,FI,EURO,1450,17149,1,344,1277.0,87857.0,5548241,1583.51088209759,1.45349829837122
1674,2020-10-26,Finland,FI,EURO,1515,18664,19,363,1246.0,97762.0,5548241,1762.03593174846,1.27452384362022
1675,2020-11-02,Finland,FI,EURO,2229,20893,19,382,1456.0,89021.0,5548241,1604.49050428776,1.63556913537255
1676,2020-11-09,Finland,FI,EURO,3069,23962,41,423,1416.0,89187.0,5548241,1607.48244353481,1.5876753338491
1677,2020-11-16,Finland,FI,EURO,3042,27004,38,461,1651.0,91562.0,5548241,1650.28880324413,1.8031497782923
1678,2020-11-23,Finland,FI,EURO,2941,29945,41,502,2601.0,104308.0,5548241,1880.01927097255,2.49357671511293
1679,2020-11-30,Finland,FI,EURO,2471,32416,39,541,3137.0,132807.0,5548241,2393.67756375399,2.36207428825288
1680,2020-12-07,Finland,FI,EURO,1952,34368,27,568,3015.0,132127.0,5548241,2381.42142707932,2.28189544907551
1681,2020-12-14,Finland,FI,EURO,1785,36153,23,591,2907.0,120662.0,5548241,2174.77935799833,2.40920919593575
1682,2020-12-21,Finland,FI,EURO,1899,38052,27,618,2328.0,123692.0,5548241,2229.39126112222,1.88209423406526
1683,2020-12-28,Finland,FI,EURO,1772,39824,36,654,1654.0,90589.0,5548241,1632.75171356111,1.82582874300412
1684,2021-01-04,Finland,FI,EURO,2219,42043,23,677,1847.0,74027.0,5548241,1334.24269061131,2.4950355951207
1685,2021-01-04,Finland,FI,EURO,2219,42043,23,677,1952.0,76716.0,5548241,1382.70850166747,2.54444965848063
1686,2021-01-11,Finland,FI,EURO,2594,44637,15,692,1770.0,73575.0,5548241,1326.09596446874,2.40570846075433
1687,2021-01-18,Finland,FI,EURO,2633,47270,16,708,2351.0,94981.0,5548241,1711.91193749514,2.47523188848296
1688,2021-01-25,Finland,FI,EURO,2443,49713,16,724,2712.0,106434.0,5548241,1918.33772181129,2.54805795140651
1689,2021-02-01,Finland,FI,EURO,3278,52991,20,744,2607.0,116188.0,5548241,2094.14118817117,2.24377732640204
1690,2021-02-08,Finland,FI,EURO,3726,56717,30,774,2553.0,116815.0,5548241,2105.44206713443,2.18550699824509
1691,2021-02-15,Finland,FI,EURO,4513,61230,17,791,3548.0,127181.0,5548241,2292.27605650151,2.78972488028872
1692,2021-02-22,Finland,FI,EURO,4665,65895,26,817,3995.0,138626.0,5548241,2498.55765097443,2.88185477471759
1693,2021-03-01,Finland,FI,EURO,4876,70771,17,834,4454.0,148426.0,5548241,2675.19020893289,3.00082195841699
1694,2021-03-08,Finland,FI,EURO,4342,75113,29,863,4943.0,150512.0,5548241,2712.78771055547,3.28412352503455
1695,2021-03-15,Finland,FI,EURO,3677,78790,16,879,4707.0,147245.0,5548241,2653.90418332585,3.19671296139088
1696,2021-03-22,Finland,FI,EURO,2740,81530,13,892,4187.0,137841.0,5548241,2484.40902260735,3.03755776583165
1697,2021-03-29,Finland,FI,EURO,2157,83687,12,904,3270.0,126561.0,5548241,2281.10134365108,2.58373432574016
1698,2021-04-05,Finland,FI,EURO,1654,85341,13,917,2549.0,122052.0,5548241,2199.83234325978,2.0884541015305
1699,2021-04-12,Finland,FI,EURO,1495,86836,10,927,1935.0,115672.0,5548241,2084.84094328274,1.67283352928972
1700,2021-04-19,Finland,FI,EURO,1465,88301,7,934,1609.0,117562.0,5548241,2118.90579374616,1.36863952637757
1701,2021-04-26,Finland,FI,EURO,1363,89664,7,941,1389.0,120536.0,5548241,2172.50836796743,1.15235282405257
1702,2021-05-03,Finland,FI,EURO,1495,91159,22,963,1502.0,134413.0,5548241,2422.62367478269,1.11745143698898
1703,2021-05-10,Finland,FI,EURO,984,92143,5,968,1431.0,116201.0,5548241,2094.37549666642,1.23148682025112
1704,2021-05-17,Finland,FI,EURO,778,92921,3,971,1319.0,120998.0,5548241,2180.83533141405,1.09010066282087
1705,2021-05-24,Finland,FI,EURO,618,93539,4,975,890.0,122759.0,5548241,2212.57512065536,0.724997759838383
1706,2021-05-31,Finland,FI,EURO,491,94030,2,977,726.0,111864.0,5548241,2016.2065779046,0.649002360008582
1707,2021-06-07,Finland,FI,EURO,744,94774,2,979,559.0,99748.0,5548241,1797.83106033065,0.560412238841882
1708,2021-06-14,Finland,FI,EURO,1333,96107,0,979,543.0,95548.0,5548241,1722.13139263417,0.568300749361577
1709,2021-06-21,Finland,FI,EURO,1485,97592,2,981,971.0,70255.0,5548241,1266.25717952771,1.3821080350153
1710,2021-06-28,Finland,FI,EURO,2048,99640,5,986,1293.0,100468.0,5548241,1810.80814622148,1.2869769478839
1711,2021-07-05,Finland,FI,EURO,2602,102242,2,988,1696.0,97366.0,5548241,1754.8985345085,1.74188114947723
1712,2021-07-12,Finland,FI,EURO,4208,106450,12,1000,2239.0,99612.0,5548241,1795.37983299572,2.2477211580934
1713,2021-07-19,Finland,FI,EURO,4968,111418,12,1012,2924.0,120721.0,5548241,2175.84275809216,2.42211379958748
1714,2021-07-26,Finland,FI,EURO,5280,116698,10,1022,4657.0,125283.0,5548241,2258.06701619486,3.71718429475667
1715,2021-08-02,Finland,FI,EURO,4491,121189,10,1032,5096.0,141702.0,5548241,2553.9986456969,3.59627951616773
1716,2021-08-09,Finland,FI,EURO,4110,125299,11,1043,5184.0,146275.0,5548241,2636.42116483404,3.5440095710135
1717,2021-08-16,Finland,FI,EURO,4299,129598,14,1057,4389.0,163605.0,5548241,2948.77241273405,2.68268084716237
1718,2021-08-23,Finland,FI,EURO,3239,132837,13,1070,4211.0,180773.0,5548241,3258.20381630863,2.32944079038352
1719,2021-08-30,Finland,FI,EURO,3013,135850,11,1081,3892.0,176345.0,5548241,3178.39473808005,2.20703734157475
1720,2021-09-06,Finland,FI,EURO,2851,138701,14,1095,3147.0,136187.0,5548241,2454.59777251925,2.31079324751995
1721,2021-09-13,Finland,FI,EURO,3729,142430,21,1116,2815.0,99169.0,5548241,1787.39532042678,2.83858867186318
1722,2021-09-20,Finland,FI,EURO,4133,146563,29,1145,3026.0,88029.0,5548241,1586.61096372706,3.43750354996649
1723,2021-09-27,Finland,FI,EURO,3916,150479,31,1176,3930.0,80325.0,5548241,1447.75614469523,4.89262371615313
1724,2021-10-04,Finland,FI,EURO,3586,154065,18,1194,4266.0,81657.0,5548241,1471.76375359326,5.22429185495426
1725,2021-10-11,Finland,FI,EURO,4087,158152,41,1235,3731.0,83148.0,5548241,1498.63713562551,4.48717948717949
1726,2021-10-18,Finland,FI,EURO,4805,162957,40,1275,3695.0,77597.0,5548241,1398.58740815332,4.76178202765571
1727,2021-10-25,Finland,FI,EURO,5725,168682,55,1330,4245.0,80829.0,5548241,1456.84010481881,5.25182793304383
1728,2021-11-01,Finland,FI,EURO,6973,175655,49,1379,5164.0,87914.0,5548241,1584.53823473061,5.87392224219123
1729,2021-11-08,Finland,FI,EURO,7953,183608,60,1439,5995.0,102632.0,5548241,1849.81149881557,5.84125808714631
1730,2021-11-15,Finland,FI,EURO,8925,192533,58,1497,7497.0,118508.0,5548241,2135.95624270827,6.32615519627367
1731,2021-11-22,Finland,FI,EURO,9936,202469,44,1541,8183.0,132055.0,5548241,2380.12371849024,6.19666048237477
1732,2021-11-29,Finland,FI,EURO,12486,214955,47,1588,9539.0,155814.0,5548241,2808.34952915708,6.1220429486439
1733,2021-12-06,Finland,FI,EURO,19191,234146,47,1635,10633.0,153959.0,5548241,2774.9155092578,6.90638416721335
1734,2021-12-13,Finland,FI,EURO,36453,270599,83,1718,13824.0,173821.0,5548241,3132.90284254055,7.9530091300821
1735,2021-12-20,Finland,FI,EURO,52236,322835,118,1836,21896.0,169527.0,5548241,3055.50894418609,12.9159366944499
1736,2021-12-27,Finland,FI,EURO,61448,384283,130,1966,44017.0,172451.0,5548241,3108.21033188717,25.5243518448719
1737,2022-01-03,Finland,FI,EURO,59617,443900,137,2103,58972.0,200761.0,5548241,3618.46213962227,29.3742310508515
1738,2022-01-10,Finland,FI,EURO,50478,494378,119,2222,59988.0,194409.0,5548241,3503.97540409654,30.8565961452402
1739,2022-01-17,Finland,FI,EURO,45303,539681,140,2362,56319.0,176621.0,5548241,3183.36928767153,31.886921713726
1740,2022-01-24,Finland,FI,EURO,45279,584960,122,2484,47741.0,145494.0,5548241,2622.34463138858,32.8130369637236
1741,2022-01-31,Finland,FI,EURO,44745,629705,131,2615,44297.0,126260.0,5548241,2275.6762007995,35.0839537462379
1742,2022-02-07,Finland,FI,EURO,45014,674719,156,2771,45426.0,124214.0,5548241,2238.79964839307,36.5707569195099
1743,2022-02-14,Finland,FI,EURO,44912,719631,161,2932,44982.0,117273.0,5548241,2113.69693565943,38.3566549845233
1744,2022-02-21,Finland,FI,EURO,48818,768449,191,3123,44625.0,107332.0,5548241,1934.52303171402,41.5766034360675
1745,2022-02-28,Finland,FI,EURO,54053,822502,208,3331,44312.0,99421.0,5548241,1791.93730048857,44.5700606511703
1746,2022-03-07,Finland,FI,EURO,54223,876725,255,3586,51533.0,106460.0,5548241,1918.80633880179,48.4059740747699
1747,2022-03-14,Finland,FI,EURO,48332,925057,211,3797,53957.0,109377.0,5548241,1971.38156039004,49.3312122292621
